Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Unlocking the next level of protein degradation | AbbVie,Primary Navigation,"Main navigation menu for the site, including dropdowns for sections.",M,1,Includes dropdown navigation requiring additional accessibility considerations.,https://www.abbvie.com/who-we-are/our-stories/unlocking-the-next-level-of-protein-degradation.html,primary_navigation,Main navigation,No exact match in AEM catalog.
Unlocking the next level of protein degradation | AbbVie,Footer Links,Footer navigation links and additional site information.,S,1,Simple navigation links in footer.,https://www.abbvie.com/who-we-are/our-stories/unlocking-the-next-level-of-protein-degradation.html,footer_links,Footer navigation,No exact match in AEM catalog.
Magnified featuring Jonathon Sedgwick | AbbVie,Global Navigation,Primary navigation bar providing access to main site sections.,M,1,Includes deep navigation structure and potential accessibility requirements.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-jonathon-sedgwick.html,global_navigation,Main navigation,No direct match in AEM catalog.
Magnified featuring Jonathon Sedgwick | AbbVie,Hero Section,Prominent hero image and heading introducing the page content.,S,1,Basic styling and positioning.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-jonathon-sedgwick.html,hero_section,Hero banner,Exact match found in AEM catalog.
Magnified featuring Jonathon Sedgwick | AbbVie,Main Content,Primary content area featuring the article and related information.,M,1,Potentially complex layout with dynamic content.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-jonathon-sedgwick.html,main_content,Article content,No direct match in AEM catalog.
"AbbVie rebuilds North Chicago’s middle school, inspiring students to reach higher | AbbVie",Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Limited functionality and scope.,https://www.abbvie.com/who-we-are/our-stories/abbvie-rebuilds-north-chicagos-middle-school-inspiring-students-to-reach-higher.html,global_utility_strip,Utility strip,No exact match in the catalog.
"AbbVie rebuilds North Chicago’s middle school, inspiring students to reach higher | AbbVie",Primary Navigation,Main site navigation with dropdown menus for exploring site sections.,C,1,Deep navigation structure with dropdowns.,https://www.abbvie.com/who-we-are/our-stories/abbvie-rebuilds-north-chicagos-middle-school-inspiring-students-to-reach-higher.html,primary_navigation,Main navigation,No exact match in the catalog.
"AbbVie rebuilds North Chicago’s middle school, inspiring students to reach higher | AbbVie",Story Highlight,Displays a featured story with an image and description.,M,1,Includes image and text layout.,https://www.abbvie.com/who-we-are/our-stories/abbvie-rebuilds-north-chicagos-middle-school-inspiring-students-to-reach-higher.html,story_highlight,Featured story,No exact match in the catalog.
"AbbVie rebuilds North Chicago’s middle school, inspiring students to reach higher | AbbVie",Content Cards,Displays additional stories or features in a card layout.,M,1,Uses grid layout for responsiveness.,https://www.abbvie.com/who-we-are/our-stories/abbvie-rebuilds-north-chicagos-middle-school-inspiring-students-to-reach-higher.html,content_cards,Card layout,Matched to 'Cards' in the catalog.
Finding hope in a pandemic: A conversation with two hepatitis C experts | AbbVie,Global Utility Strip,"Provides quick access to contact information, subscription options, and links to group sites.",S,1,"This block is straightforward, with limited interactivity and static content.",https://www.abbvie.com/who-we-are/our-stories/finding-hope-in-a-pandemic--a-conversation-with-two-hepatitis-c-.html,global_utility_strip,Utility strip,No matching catalog entry found.
Finding hope in a pandemic: A conversation with two hepatitis C experts | AbbVie,Primary Navigation,Main site navigation with links to key sections and dropdown menus.,C,1,This block includes dropdown menus and potential deep navigation structures.,https://www.abbvie.com/who-we-are/our-stories/finding-hope-in-a-pandemic--a-conversation-with-two-hepatitis-c-.html,primary_navigation,Main navigation,No matching catalog entry found.
Then and now: A renaissance in blood cancer treatment | AbbVie,Global Navigation,Provides primary site navigation and branding.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvie.com/who-we-are/our-stories/then-and-now-renaissance-in-blood-cancer-treatment.html,global_navigation,default,templateIds: tpl_158
Then and now: A renaissance in blood cancer treatment | AbbVie,Main Content,"Contains the primary content of the page, including articles and features.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvie.com/who-we-are/our-stories/then-and-now-renaissance-in-blood-cancer-treatment.html,main_content,default,templateIds: tpl_158
Trapped in your own skin | AbbVie,Global Header,Provides the main navigation and branding for the site.,S,1,Simple header implementation without advanced features.,https://www.abbvie.com/who-we-are/our-stories/trapped-in-your-own-skin.html,global_header,Main navigation,No exact match found in the catalog.
Trapped in your own skin | AbbVie,Primary Navigation,Implements the primary navigation menu for the site.,M,1,Navigation menus often require additional accessibility considerations.,https://www.abbvie.com/who-we-are/our-stories/trapped-in-your-own-skin.html,primary_navigation,Utility strip,No exact match found in the catalog.
Trapped in your own skin | AbbVie,Hero Section,Displays a prominent hero image and headline to highlight key content.,M,1,Includes styling and scripting for visual emphasis and responsiveness.,https://www.abbvie.com/who-we-are/our-stories/trapped-in-your-own-skin.html,hero_section,Hero banner,Matched to 'Hero' block in the catalog.
Why isn’t medicine one size fits all? | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility strip with limited interactions.,https://www.abbvie.com/who-we-are/our-stories/why-isnt-medicine-one-size-fits-all.html,global_utility_strip,Utility strip,No matching block found in catalog.
Why isn’t medicine one size fits all? | AbbVie,Primary Navigation,Main site navigation for accessing different sections.,M,1,Moderate complexity due to hierarchical navigation.,https://www.abbvie.com/who-we-are/our-stories/why-isnt-medicine-one-size-fits-all.html,primary_navigation,Main navigation,No matching block found in catalog.
Why isn’t medicine one size fits all? | AbbVie,Hero Section,Highlights the main theme or topic of the page with a prominent image and heading.,M,1,Includes prominent visual elements and potential animations.,https://www.abbvie.com/who-we-are/our-stories/why-isnt-medicine-one-size-fits-all.html,hero_section,Hero layout,Mapped to Hero block from catalog.
Why isn’t medicine one size fits all? | AbbVie,Content Introduction,Introduces the main content of the page with a brief description.,S,1,Simple textual content introduction.,https://www.abbvie.com/who-we-are/our-stories/why-isnt-medicine-one-size-fits-all.html,content_intro,Introductory text,No matching block found in catalog.
Why isn’t medicine one size fits all? | AbbVie,Card Grid,Displays a collection of cards with images and text for various topics.,M,1,Uses a grid layout for responsiveness and visual organization.,https://www.abbvie.com/who-we-are/our-stories/why-isnt-medicine-one-size-fits-all.html,card_grid,Card layout,Mapped to Cards block from catalog.
Real-world data rounds out value picture of drugs | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Low complexity due to limited functionality and straightforward layout.,https://www.abbvie.com/who-we-are/our-stories/real-world-data-rounds-out-value-picture-drugs.html,global_utility_strip,Utility strip,No matching catalog entry found.
Real-world data rounds out value picture of drugs | AbbVie,Primary Navigation,Contains the main site navigation including dropdown menus for sections like 'Who We Are' and 'Science'.,M,1,Medium complexity due to dropdown functionality and deep site integration.,https://www.abbvie.com/who-we-are/our-stories/real-world-data-rounds-out-value-picture-drugs.html,primary_navigation,Main navigation,No matching catalog entry found.
Real-world data rounds out value picture of drugs | AbbVie,Hero Section,"Highlights the main visual and text content of the page, providing a strong first impression.",M,1,Medium complexity due to visual prominence and styling requirements.,https://www.abbvie.com/who-we-are/our-stories/real-world-data-rounds-out-value-picture-drugs.html,hero_section,Hero layout,Matched to catalog entry 'Hero'.
Real-world data rounds out value picture of drugs | AbbVie,Content Teaser Cards,Displays a grid of cards summarizing key content areas with links to detailed pages.,M,1,Medium complexity due to responsive grid layout and interactivity.,https://www.abbvie.com/who-we-are/our-stories/real-world-data-rounds-out-value-picture-drugs.html,content_teaser_cards,Card grid,Matched to catalog entry 'Cards'.
