Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Michael Foley | AbbVie,Utility Strip,Provides quick access links and utilities like contact or subscribe.,S,1,Minimal functionality and accessibility requirements.,https://www.abbvie.com/science/our-people/our-rd-leaders/michael-foley.html,global_utility_strip,Utility strip,No matching catalog entry found; custom implementation may be required.
Michael Foley | AbbVie,Primary Navigation,Main navigation bar for site-wide links and logo display.,M,1,Moderate complexity due to potential deep navigation hierarchy.,https://www.abbvie.com/science/our-people/our-rd-leaders/michael-foley.html,primary_navigation,Main navigation,No matching catalog entry found; custom implementation may be required.
"Primal Kaur, M.D. | AbbVie",Utility Navigation Strip,"Provides quick access links to contact, subscription, and group site sections.",M,1,Requires integration with global navigation systems and accessibility compliance.,https://www.abbvie.com/science/our-people/our-rd-leaders/primal-kaur.html,global_utility_strip,Utility Strip,Ensure alignment with branding guidelines.
"Primal Kaur, M.D. | AbbVie",Primary Navigation,Main site navigation including mega-menu and dropdowns.,C,1,Includes deep navigation structures and responsive design considerations.,https://www.abbvie.com/science/our-people/our-rd-leaders/primal-kaur.html,primary_navigation,Main Navigation,Test for mobile responsiveness and keyboard navigation.
"Primal Kaur, M.D. | AbbVie",Hero Section,Highlights the main focus of the page with a large image and heading.,M,1,Requires responsive design and optimization for various screen sizes.,https://www.abbvie.com/science/our-people/our-rd-leaders/primal-kaur.html,hero_section,Hero Banner,Ensure image and text are accessible and scalable.
"Primal Kaur, M.D. | AbbVie",Content Section,"Displays detailed content about Primal Kaur, M.D. and related information.",M,1,Content layout requires adaptability for various content types and screen sizes.,https://www.abbvie.com/science/our-people/our-rd-leaders/primal-kaur.html,content_section,Text Columns,Focus on readability and visual hierarchy.
"Primal Kaur, M.D. | AbbVie",Card Grid,Showcases related articles or profiles in a card format.,M,1,Requires dynamic content loading and responsive grid layout.,https://www.abbvie.com/science/our-people/our-rd-leaders/primal-kaur.html,card_grid,Related Profiles,Ensure consistency in card styling and interactivity.
Oncology Research &amp; Treatment | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and site navigation options.",S,1,Simple structure with basic links and utilities.,https://www.abbvie.com/science/areas-of-focus/oncology.html,global_utility_strip,Utility strip,No exact match in the catalog.
Oncology Research &amp; Treatment | AbbVie,Primary Header and Navigation,Main site navigation with branding and menu options.,M,1,Includes branding and menu options with potential dropdowns.,https://www.abbvie.com/science/areas-of-focus/oncology.html,primary_navigation,Main navigation,No exact match in the catalog.
Oncology Research &amp; Treatment | AbbVie,Content Cards,Displays featured content in a card format for quick access.,M,1,Requires responsive grid layout and card stylings.,https://www.abbvie.com/science/areas-of-focus/oncology.html,content_cards,Content cards,Matched to the 'Cards' block in the catalog.
"Jonathon Sedgwick, Ph.D. | AbbVie",Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple layout and functionality with minimal interactivity.,https://www.abbvie.com/science/our-people/our-rd-leaders/jonathon-sedgwick.html,global_utility_strip,Utility strip,No matching catalog entry found; consider custom implementation.
"Jonathon Sedgwick, Ph.D. | AbbVie",Primary Navigation,Main site navigation with dropdown menus for sections.,M,1,Moderate complexity due to dropdown menu functionality and potential accessibility considerations.,https://www.abbvie.com/science/our-people/our-rd-leaders/jonathon-sedgwick.html,primary_navigation,Main navigation,No matching catalog entry found; consider custom implementation.
Lab of the Future | Transforming How We Discover | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility links without advanced interactions.,https://www.abbvie.com/science/our-people/lab-of-the-future.html,global_utility_strip,Utility strip,No direct match found in AEM catalog.
Lab of the Future | Transforming How We Discover | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring site sections.,C,1,Complex navigation structure with dropdowns and dynamic elements.,https://www.abbvie.com/science/our-people/lab-of-the-future.html,primary_navigation,Main navigation,No direct match found in AEM catalog.
Lab of the Future | Transforming How We Discover | AbbVie,Hero Section,Prominent section with a large image and heading to introduce the page.,M,1,"Hero section with image and heading, moderate styling and scripting.",https://www.abbvie.com/science/our-people/lab-of-the-future.html,hero_section,Hero banner,Matched with 'Hero' block in AEM catalog.
Lab of the Future | Transforming How We Discover | AbbVie,CTA Grid,Grid layout displaying call-to-action cards for key site areas.,M,1,"Grid layout with interactive cards, moderate complexity.",https://www.abbvie.com/science/our-people/lab-of-the-future.html,cta_grid,Call-to-action grid,No direct match found in AEM catalog.
Lab of the Future | Transforming How We Discover | AbbVie,Back to Top Button,Button allowing users to quickly return to the top of the page.,S,1,Simple button functionality with smooth scrolling.,https://www.abbvie.com/science/our-people/lab-of-the-future.html,back_to_top,Utility button,No direct match found in AEM catalog.
Major League Baseball | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and other utility links.",S,1,Limited scope with basic links and accessibility requirements.,https://www.abbvie.com/who-we-are/brand-partnerships/major-league-baseball.html,global_utility_strip,Utility strip,No exact match found in AEM catalog.
Major League Baseball | AbbVie,Primary Navigation,Main site navigation with links to major sections.,C,1,Deep navigation structure with potential accessibility and dynamic content challenges.,https://www.abbvie.com/who-we-are/brand-partnerships/major-league-baseball.html,primary_navigation,Main navigation,No exact match found in AEM catalog.
Major League Baseball | AbbVie,Main Content Section,"Contains the primary content of the page, including text and images.",M,1,Moderate complexity due to content diversity and layout considerations.,https://www.abbvie.com/who-we-are/brand-partnerships/major-league-baseball.html,main_content_section,Content area,No exact match found in AEM catalog.
Major League Baseball | AbbVie,Footer Section,"Footer with additional navigation, contact information, and legal links.",M,1,Moderate complexity due to inclusion of navigation and legal information.,https://www.abbvie.com/who-we-are/brand-partnerships/major-league-baseball.html,footer_section,Footer,No exact match found in AEM catalog.
Discovery Files | AbbVie,Global Utility Strip,"This block provides utility links for contact, subscription, and group site navigation.",S,1,Simple navigation utility links.,https://www.abbvie.com/science/our-people/discovery-files.html,global_utility_strip,Utility strip,No matching block found in the AEM catalog.
Discovery Files | AbbVie,Primary Navigation,Main navigation bar for primary site sections.,M,1,Moderate complexity due to navigation depth.,https://www.abbvie.com/science/our-people/discovery-files.html,primary_navigation,Main navigation,No matching block found in the AEM catalog.
Discovery Files | AbbVie,Back to Top,Provides a button for quick scrolling to the top of the page.,S,1,Simple functionality with limited scope.,https://www.abbvie.com/science/our-people/discovery-files.html,back_to_top,Scroll utility,No matching block found in the AEM catalog.
Precision Medicine | AbbVie,Global Navigation,Provides site-wide navigation and branding.,M,1,Requires integration with site-wide navigation and branding elements.,https://www.abbvie.com/science/areas-of-innovation/precision-medicine.html,global_navigation,Main Navigation,No matching AEM catalog entry found.
Precision Medicine | AbbVie,Hero Section,Highlights the main theme of the page with a large image and introductory text.,M,1,Involves visual and interactive elements for page emphasis.,https://www.abbvie.com/science/areas-of-innovation/precision-medicine.html,hero_section,Hero Banner,Mapped to 'Hero' from AEM catalog.
Precision Medicine | AbbVie,Primary CTA Grid,Displays call-to-action links and brief descriptions for key site sections.,S,1,Simple grid layout for primary CTAs.,https://www.abbvie.com/science/areas-of-innovation/precision-medicine.html,primary_cta_grid,CTA Grid,No matching AEM catalog entry found.
Precision Medicine | AbbVie,Secondary CTA Grid,Provides additional call-to-action links and descriptions for secondary site sections.,S,1,Simple grid layout for secondary CTAs.,https://www.abbvie.com/science/areas-of-innovation/precision-medicine.html,secondary_cta_grid,CTA Grid,No matching AEM catalog entry found.
